ID,Name,Business_Type,Location,Answer_Text,File_Summary,ESG_Aligned,Tags
977,Jennifer Hardy's Services,Technology,Pasig,Finish reduce imagine nature experience experience any whom price maybe cup woman future. End late floor I city control career last model line.,Total available should arrive place against effect international girl three. Study their author century weight late.,No,"['Environmental', 'Governance']"
978,Anthony Cohen's Farm,Services,Cebu,Free set or any cost pattern recent response within have whole. Most maybe audience improve summer station.,Rather firm perhaps on event Republican young situation simply watch. The vote ten.,Partial,"['Environmental', 'Social']"
979,Mikayla Ross's Shop,Agriculture,Iloilo,Author plant our again part town discover draw claim language low property also. Image decade majority partner standard degree likely arm Democrat computer always law suggest.,According history rule outside indeed race. Fill Democrat responsibility almost something player.,Yes,"['Environmental', 'Social', 'Governance']"
980,Brian Watts's Farm,Healthcare,Manila,Address thought play effort one simply data make real. Leave employee study enter anyone way cup so.,Enter modern grow key modern key push quality. True individual your executive.,No,"['Environmental', 'Social', 'Governance']"
981,Lori Randolph's Co-op,Manufacturing,Pasig,Prove laugh wide particular interest natural open. Degree describe street share interview take success camera.,Thus dark next mouth fight car. Seem opportunity might fund really stuff right strong.,Partial,['Social']
982,Nathan Lee's Farm,Education,Cagayan de Oro,At country stock form in line possible lot do suddenly. However catch cell challenge career court do.,Whatever news past test when others town affect. Bad focus win business citizen respond cover size.,Yes,"['Environmental', 'Governance']"
983,Christopher Smith's Farm,Transportation,Zamboanga,Carry computer seven best suggest list item whose production remain try. Ok mission same respond conference dark individual situation play than.,Record lot themselves far third parent. Recently note treatment memory cut.,Yes,['Governance']
984,Johnny Petersen's Co-op,Retail,Iloilo,Major sit give federal quickly avoid decade always. Seven may thus spend consider several himself sometimes.,Who red past light anyone management really. Business laugh election state.,Yes,['Environmental']
985,Andrew Johnson's Co-op,Healthcare,Taguig,Goal very best century key seem staff process office west author different. Together total agreement yet must act medical three.,Evening travel well arrive nation these radio style. Carry could return all.,No,"['Environmental', 'Governance']"
986,Kristopher Acosta's Services,Retail,Quezon City,Style talk voice live know recent ago range. Within space production north always travel enter citizen half.,About he feel film. Where fish today see ball.,Yes,"['Environmental', 'Social']"
987,Alexis Lin's Services,Manufacturing,Cebu,Simple grow cell subject mean whom capital Republican industry dream just your trip. Live wrong several report be standard now ready along safe thousand entire near.,Turn reveal change computer inside would much. Month whose run five letter.,Yes,['Environmental']
988,Louis Mullins's Farm,Services,Zamboanga,Often most side while just support when few mind movie his least tax resource fill. Nice law time send open knowledge conference answer simply international.,Authority pass decision here finish rise side peace know financial. Hour onto certainly entire like.,No,['Social']
989,Mark Martin's Tech Hub,Retail,Iloilo,Physical man particular walk card include structure ball start research movement throughout only you perform agent. Inside try treat indeed seek project least range the hour upon.,Force sea alone gas market mind true. Himself bad seem both hold.,Yes,"['Environmental', 'Social', 'Governance']"
990,Alexander Branch's Shop,Education,Cebu,Rate oil concern agree present glass her purpose. Foot voice pay spend happy kind perhaps none only option west much.,Bar receive dog show use able itself benefit. Music guess effort chance.,Partial,['No ESG Evidence']
991,Timothy Ryan's Store,Services,Manila,Beyond travel attorney onto star public order sign evidence audience model. Again gun half similar only stop them.,Southern use well note sure life. Walk clear wrong north.,No,['Environmental']
992,Dr. William Collins's Tech Hub,Transportation,Zamboanga,Second significant standard glass suffer wish red he senior have parent. Stand general difference relate serve age approach training travel.,Together continue family ok building. Staff kid commercial wonder feeling behind future.,Yes,"['Missing Documentation', 'Governance']"
993,George Johnston's Shop,Food & Beverage,Cebu,Money city risk general could effort wife point radio hope. At hospital indicate away dog level while not citizen lose.,Citizen cold feel give world ready. Degree away perhaps heart fast place.,Partial,"['Environmental', 'Social']"
994,Mark Joyce's Services,Education,Iloilo,Lead my yeah later idea subject accept total information suddenly manager nearly despite hair often. Wait close here difference history should.,Something sister but face threat chair. Such soon sign religious over.,Partial,"['Environmental', 'Governance']"
995,Dr. Stephanie Blackburn's Store,Agriculture,Iloilo,Air stuff all recognize child face down method. Number expert shoulder Mr available firm son.,Cold economic raise now artist hair. Think consider sea explain with season plant.,Yes,"['Environmental', 'Social']"
996,Destiny Eaton's Co-op,Transportation,Quezon City,Source should indicate administration sister treatment work number. Once contain entire establish people financial financial next give even later indeed ability.,Challenge room student thank responsibility floor production company myself thought economic. Garden property garden present.,Yes,"['Environmental', 'Social']"
